CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;CO_PROVA;TP_LINGUA;IN_ITEM_ADAPTADO;REF_ARQUIVO_PDF;DESC_ENUNCIADO;DESC_ALTER_A;DESC_ALTER_B;DESC_ALTER_C;DESC_ALTER_D;DESC_ALTER_E;IN_ITEM_IMAGEM
153;MT;81496;D;3;0;;1.34998;2.01873;0.21909;CINZA;1410;;0;ENEM_2024_P1_CAD_06_DIA_2_CINZA.pdf;Atualmente, há telefones celulares com telas de diversos tamanhos e em formatos retangulares. Alguns deles apresentam telas medindo 3 1 polegadas, com determinadas especificações técnicas. Além disso, em muitos modelos, com a inclusão de novas funções no celular, suas telas ficaram maiores, sendo muito comum encontrarmos atualmente telas medindo 4 5 6 polegadas, conforme a figura. Disponível em: www.tecmundo.com.br. Acesso em: 5 nov. 2014 (adaptado). A diferença de tamanho, em valor absoluto, entre as medidas, em polegada, das telas do celular 2 e do celular 1, representada apenas com uma casa decimal, é;0,1.;0,5.;1,0.;1,3.;1,8.;1
153;MT;141550;B;15;0;;1.84675;2.38735;0.24264;AMARELA;1408;;0;ENEM_2024_P1_CAD_05_DIA_2_AMARELO.pdf;Um tanque, em formato de paralelepípedo reto retângulo, tem em seu interior dois anteparos verticais, fixados na sua base e em duas paredes opostas, sendo perpendiculares a elas, conforme a figura. Esses anteparos, de espessuras desprezíveis, estão instalados de maneira a dividir a base do tanque em três retângulos congruentes, tendo suas alturas iguais à metade e a um quarto da altura do tanque. O tanque é abastecido por uma entrada situada no teto, através de um duto que despeja água a uma vazão constante, sendo necessárias 12 horas para finalizar o seu enchimento. O gráfico que descreve, em cada instante, a maior altura de coluna de água, dentre aquelas que vão sendo formadas ao longo do enchimento do tanque, é;[Figura / Imagem];[Figura / Imagem];[Figura / Imagem];[Figura / Imagem];[Figura / Imagem];1
153;MT;141677;B;20;0;;2.39398;2.01893;0.17156;VERDE;1409;;0;ENEM_2024_P1_CAD_08_DIA_2_VERDE.pdf;Três grandezas (I, II e III) se relacionam entre si. Os gráficos a seguir, formados por segmentos de reta, descrevem as relações de dependência existentes entre as grandezas I e II, e entre as grandezas II e III. O valor máximo assumido pela grandeza III, quando a grandeza I varia de 1 a 3, é;1,0.;2,5.;3,0.;3,5.;4,0.;1
154;MT;55806;C;27;0;;1.91272;0.6447;0.18144;AMARELA;1408;;0;ENEM_2024_P1_CAD_05_DIA_2_AMARELO.pdf;Contratos de vários serviços disponíveis na internet apresentam uma quantidade excessiva de informações. Isso faz com que o tempo necessário para a leitura desses contratos possa ser longo. O quadro apresenta uma amostra do tempo considerado necessário para a leitura completa do contrato de alguns serviços digitais. Tipo de serviço Tempo necessário para a leitura completa do contrato (em minuto) A B C D E F ROMERO, L. Não li e concordo. Superinteressante, n. 307, ago. 2012 (adaptado). O tempo médio, em minuto, necessário para a leitura completa de um contrato de serviço dentre os listados no quadro é, com uma casa decimal, aproximadamente,;13,0.;15,0.;19,8.;20,0.;23,3.;0
154;MT;55806;C;27;0;;1.91272;0.6447;0.18144;AZUL;1407;;0;ENEM_2024_P1_CAD_07_DIA_2_AZUL.pdf;Contratos de vários serviços disponíveis na internet apresentam uma quantidade excessiva de informações. Isso faz com que o tempo necessário para a leitura desses contratos possa ser longo. O quadro apresenta uma amostra do tempo considerado necessário para a leitura completa do contrato de alguns serviços digitais. Tipo de serviço Tempo necessário para a leitura completa do contrato (em minuto) A B C D E F ROMERO, L. Não li e concordo. Superinteressante, n. 307, ago. 2012 (adaptado). O tempo médio, em minuto, necessário para a leitura completa de um contrato de serviço dentre os listados no quadro é, com uma casa decimal, aproximadamente,;13,0.;15,0.;19,8.;20,0.;23,3.;0
154;MT;125949;A;13;0;;2.16007;2.55251;0.12173;VERDE;1409;;0;ENEM_2024_P1_CAD_08_DIA_2_VERDE.pdf;"O tamanho mínimo que a visão humana é capaz de visualizar sem o uso de equipamento auxiliar é equivalente a 100 micrômetros (1 micrômetro = 10-3 milímetros). Uma estudante pretende visualizar e analisar hemácias do sangue humano, que medem 0,007 mm de diâmetro. Ela adquiriu um microscópio óptico que tem uma lente ocular que amplia em 10 vezes a imagem do objeto em observação, e um conjunto de lentes objetivas com estas capacidades de ampliação: • lente I: 2 vezes; • lente II: 10 vezes; • lente III: 15 vezes; • lente IV: 1,1 vez; • lente V: 1,4 vez. O funcionamento desse microscópio permite o uso da lente ocular sozinha ou a combinação dela com uma de suas lentes objetivas, proporcionando, nesse caso, um aumento de sua capacidade de ampliação final, que é dada pelo produto entre as capacidades de ampliação da ocular e da objetiva. Essa estudante pretende selecionar a lente objetiva de menor capacidade de ampliação que permita, na combinação com a ocular, visualizar hemácias do sangue humano. A lente objetiva a ser selecionada pela estudante é a";I.;II.;III.;IV.;V.;1
154;MT;125992;A;5;0;;1.49745;2.60757;0.14156;CINZA;1410;;0;ENEM_2024_P1_CAD_06_DIA_2_CINZA.pdf;Uma imobiliária iniciou uma campanha de divulgação para promover a venda de apartamentos que podem ser pagos em 100 parcelas mensais. O valor da primeira delas é fixado no momento da compra, com o pagamento dessa primeira parcela. A partir da segunda parcela, o valor é determinado pela aplicação de um acréscimo percentual fixo ao valor da parcela anterior. Como atrativo, a imobiliária fará o pagamento de todas as parcelas correspondentes ao mês de aniversário do comprador. Um cliente, que faz aniversário no mês de maio, decidiu comprar um desses apartamentos por meio do financiamento oferecido pela imobiliária, e pretende escolher o mês mais adequado para realizar essa compra, de modo que o valor total dos pagamentos seja o menor possível. Qual é o mês que esse cliente deverá escolher para realizar a compra do apartamento?;Fevereiro.;Abril.;Maio.;Junho.;Agosto.;0
155;MT;17539;D;12;0;;1.97145;2.29841;0.14642;CINZA;1410;;0;ENEM_2024_P1_CAD_06_DIA_2_CINZA.pdf;Um sistema de polias circulares e correias é um dos mecanismos responsáveis pela transmissão de movimento em máquinas rotativas. O manual de um motor traz uma figura representando um sistema composto por duas polias e uma correia de transmissão, tensionada e perfeitamente ajustada sobre as polias, de modo a não apresentar folgas nos contatos com as polias. Considere que as partes dessa correia que não ficam em contato com as polias são representadas por segmentos de reta tangentes às polias. Para substituição dessa correia, é necessária a especificação de seu comprimento. Considere 3 como valor aproximado para π. A medida do comprimento dessa correia, em centímetro, é;54.;60.;66.;68.;72.;1
155;MT;29740;B;28;0;;2.86713;1.62276;0.15323;VERDE;1409;;0;ENEM_2024_P1_CAD_08_DIA_2_VERDE.pdf;Ao calcular a média de suas notas em 4 provas, um estudante dividiu, por engano, a soma das notas por 5. Com isso, a média obtida foi 1 unidade menor do que deveria ser, caso fosse calculada corretamente. O valor correto da média das notas desse estudante é;4.;5.;6.;19.;21.;0
155;MT;125957;E;9;0;;2.96006;2.23749;0.16489;AMARELA;1408;;0;ENEM_2024_P1_CAD_05_DIA_2_AMARELO.pdf;"Um proprietário pretende instalar um sensor de presença para a proteção de seu imóvel. O sensor deverá detectar movimentos de objetos e pessoas numa determinada região plana. A figura ilustra a vista superior da área de cobertura (setor circular em azul) de um sensor colocado no ponto S. Essa área depende da medida do ângulo α, em grau, e do raio R, em metro. Ao aumentar o ângulo α ou o raio R aumenta-se a área de cobertura do sensor. Entretanto, quanto maior essa área, maior o preço do sensor. Para esse fim, há cinco tipos de sensores disponíveis no mercado, cada um com as seguintes características: • tipo I: α = 15° e R = 20 m; • tipo II: α = 30° e R = 22 m; • tipo III: α = 40° e R = 12 m; • tipo IV: α = 60° e R = 16 m; • tipo V: α = 90° e R = 10 m. Esse proprietário pretende adquirir um desses sensores que seja capaz de cobrir, no mínimo, uma área de medida 70 m2, com o menor preço possível. Use 3 como valor aproximado para π. O proprietário do imóvel deverá adquirir o sensor do tipo";I.;II.;III.;IV.;V.;1
155;MT;125957;E;9;0;;2.96006;2.23749;0.16489;AZUL;1407;;0;ENEM_2024_P1_CAD_07_DIA_2_AZUL.pdf;"Um proprietário pretende instalar um sensor de presença para a proteção de seu imóvel. O sensor deverá detectar movimentos de objetos e pessoas numa determinada região plana. A figura ilustra a vista superior da área de cobertura (setor circular em azul) de um sensor colocado no ponto S. Essa área depende da medida do ângulo α, em grau, e do raio R, em metro. Ao aumentar o ângulo α ou o raio R aumenta-se a área de cobertura do sensor. Entretanto, quanto maior essa área, maior o preço do sensor. Para esse fim, há cinco tipos de sensores disponíveis no mercado, cada um com as seguintes características: • tipo I: α = 15° e R = 20 m; • tipo II: α = 30° e R = 22 m; • tipo III: α = 40° e R = 12 m; • tipo IV: α = 60° e R = 16 m; • tipo V: α = 90° e R = 10 m. Esse proprietário pretende adquirir um desses sensores que seja capaz de cobrir, no mínimo, uma área de medida 70 m2, com o menor preço possível. Use 3 como valor aproximado para π. O proprietário do imóvel deverá adquirir o sensor do tipo";I.;II.;III.;IV.;V.;1
156;MT;29021;B;3;0;;2.79303;2.04988;0.25041;VERDE;1409;;0;ENEM_2024_P1_CAD_08_DIA_2_VERDE.pdf;Para abrir a porta de uma empresa, cada funcionário deve cadastrar uma senha utilizando um teclado alfanumérico como o representado na figura. Por exemplo: a tecla que contém o número 2 traz as letras correlacionadas A, B e C. Cada toque nessa tecla mostra, sequencialmente, os seguintes caracteres: 2, A, B e C. Para os próximos toques, essa sequência se repete. As demais teclas funcionam da mesma maneira. As senhas a serem cadastradas pelos funcionários devem conter 5 caracteres, sendo 2 algarismos distintos seguidos de 3 letras diferentes, nessa ordem. Um funcionário irá cadastrar a sua primeira senha, podendo escolher entre as teclas que apresentam os números 1, 2, 5, 7 e 0 e as respectivas letras correlacionadas, quando houver. O número de possibilidades diferentes que esse funcionário tem para cadastrar sua senha é;11 520.;14 400.;18 000.;312 000.;390 000.;1
156;MT;79213;C;8;0;;1.0066;2.12389;0.21728;CINZA;1410;;0;ENEM_2024_P1_CAD_06_DIA_2_CINZA.pdf;"A prefeitura de uma cidade planeja construir três postos de saúde. Esses postos devem ser construídos em locais equidistantes entre si e de forma que as distâncias desses três postos ao hospital dessa cidade sejam iguais. Foram conseguidos três locais para a construção dos postos de saúde que apresentam as características desejadas, e que distam 10 km entre si, conforme o esquema, no qual o ponto H representa o local onde está construído o hospital; os pontos P1, P2 e P3, os postos de saúde; e esses quatro pontos estão em um mesmo plano. A distância, em quilômetro, entre o hospital e cada um dos postos de saúde, é um valor entre";2 e 3.;4 e 5.;5 e 6.;7 e 8.;8 e 9.;1
156;MT;117618;B;19;0;;3.84247;0.91232;0.20573;AMARELA;1408;;0;ENEM_2024_P1_CAD_05_DIA_2_AMARELO.pdf;"O uso de aplicativos de transporte tem sido uma alternativa à população que busca preços mais competitivos para se locomover, principalmente nas grandes cidades. As formas usadas para determinar o valor cobrado por cada viagem variam de um aplicativo para outro, mas, em geral, o valor V a ser pago, em real, varia em função de: • tarifa base F: valor fixo, em real, cobrado no início da viagem; • tempo T: tempo, em minuto, de duração da viagem; • distância D: distância percorrida, em quilômetro. Um desses aplicativos cobra R$ 2,00 de valor fixo, acrescido de R$ 0,26 por minuto de viagem e de R$ 1,40 por quilômetro rodado. Nessas condições, a expressão que fornece o valor V a ser pago por uma viagem desse aplicativo é";2,00F + 0,26T + 1,40D;2,00 + 0,26T + 1,40D;2,00 + 0,26T + D;0,26T + 1,40D;F + T + D;0
156;MT;117618;B;19;0;;3.84247;0.91232;0.20573;AZUL;1407;;0;ENEM_2024_P1_CAD_07_DIA_2_AZUL.pdf;"O uso de aplicativos de transporte tem sido uma alternativa à população que busca preços mais competitivos para se locomover, principalmente nas grandes cidades. As formas usadas para determinar o valor cobrado por cada viagem variam de um aplicativo para outro, mas, em geral, o valor V a ser pago, em real, varia em função de: • tarifa base F: valor fixo, em real, cobrado no início da viagem; • tempo T: tempo, em minuto, de duração da viagem; • distância D: distância percorrida, em quilômetro. Um desses aplicativos cobra R$ 2,00 de valor fixo, acrescido de R$ 0,26 por minuto de viagem e de R$ 1,40 por quilômetro rodado. Nessas condições, a expressão que fornece o valor V a ser pago por uma viagem desse aplicativo é";2,00F + 0,26T + 1,40D;2,00 + 0,26T + 1,40D;2,00 + 0,26T + D;0,26T + 1,40D;F + T + D;0
157;MT;60313;C;4;0;;1.76236;1.43583;0.2737;CINZA;1410;;0;ENEM_2024_P1_CAD_06_DIA_2_CINZA.pdf;Em uma loja de defensivos agrícolas, os preços de alguns produtos foram divulgados em um cartaz. Sabe-se que 1 litro de defensivo do Tipo A é suficiente para aplicação em 0,5 hectare (ha), enquanto que 1 litro de defensivo do Tipo B é suficiente para aplicação em 0,4 ha. Um agricultor precisa comprar, nessa loja, uma quantidade de litros de defensivo suficiente para aplicar em uma área de 20 ha, além de levar uma máscara para aplicação. O valor mínimo, em real, a ser gasto pelo agricultor é;147,00.;150,00.;162,50.;165,75.;168,00.;1
157;MT;60313;C;4;0;;1.76236;1.43583;0.2737;VERDE;1409;;0;ENEM_2024_P1_CAD_08_DIA_2_VERDE.pdf;Em uma loja de defensivos agrícolas, os preços de alguns produtos foram divulgados em um cartaz. Sabe-se que 1 litro de defensivo do Tipo A é suficiente para aplicação em 0,5 hectare (ha), enquanto que 1 litro de defensivo do Tipo B é suficiente para aplicação em 0,4 ha. Um agricultor precisa comprar, nessa loja, uma quantidade de litros de defensivo suficiente para aplicar em uma área de 20 ha, além de levar uma máscara para aplicação. O valor mínimo, em real, a ser gasto pelo agricultor é;147,00.;150,00.;162,50.;165,75.;168,00.;1
157;MT;117712;D;16;0;;3.37555;1.84456;0.1926;AMARELA;1408;;0;ENEM_2024_P1_CAD_05_DIA_2_AMARELO.pdf;Uma piscina tem capacidade de 2 500 000 litros. Seu sistema de abastecimento foi regulado para ter uma vazão constante de 6 000 litros de água por minuto. O mesmo sistema foi instalado em uma segunda piscina, com capacidade de 2 750 000 litros, e regulado para ter uma vazão, também constante, capaz de enchê-la em um tempo 20% maior que o gasto para encher a primeira piscina. A vazão do sistema de abastecimento da segunda piscina, em litro por minuto, é;8 250.;7 920.;6 545.;5 500.;5 280.;0
157;MT;125993;C;23;0;;2.78314;1.11704;0.11259;AZUL;1407;;0;ENEM_2024_P1_CAD_07_DIA_2_AZUL.pdf;Uma doceira vende e entrega, em seu bairro, porções de 100 g de docinhos de aniversário. Atualmente, a taxa única de entrega é R$ 10,00, e o valor cobrado por uma porção é R$ 25,00. Por uma estratégia de vendas, a partir da próxima semana, a taxa única de entrega será R$ 15,00, e um novo valor será cobrado por uma porção, de maneira que o valor total a ser pago por um cliente na compra de 5 porções permaneça o mesmo. A partir da próxima semana, qual será o novo valor cobrado, em real, por uma porção?;12,50;20,00;24,00;30,00;37,50;0
158;MT;60313;C;4;0;;1.76236;1.43583;0.2737;AZUL;1407;;0;ENEM_2024_P1_CAD_07_DIA_2_AZUL.pdf;Em uma loja de defensivos agrícolas, os preços de alguns produtos foram divulgados em um cartaz. Sabe-se que 1 litro de defensivo do Tipo A é suficiente para aplicação em 0,5 hectare (ha), enquanto que 1 litro de defensivo do Tipo B é suficiente para aplicação em 0,4 ha. Um agricultor precisa comprar, nessa loja, uma quantidade de litros de defensivo suficiente para aplicar em uma área de 20 ha, além de levar uma máscara para aplicação. O valor mínimo, em real, a ser gasto pelo agricultor é;147,00.;150,00.;162,50.;165,75.;168,00.;1
158;MT;117712;D;16;0;;3.37555;1.84456;0.1926;CINZA;1410;;0;ENEM_2024_P1_CAD_06_DIA_2_CINZA.pdf;Uma piscina tem capacidade de 2 500 000 litros. Seu sistema de abastecimento foi regulado para ter uma vazão constante de 6 000 litros de água por minuto. O mesmo sistema foi instalado em uma segunda piscina, com capacidade de 2 750 000 litros, e regulado para ter uma vazão, também constante, capaz de enchê-la em um tempo 20% maior que o gasto para encher a primeira piscina. A vazão do sistema de abastecimento da segunda piscina, em litro por minuto, é;8 250.;7 920.;6 545.;5 500.;5 280.;0
158;MT;117747;C;10;0;;2.46593;1.78408;0.21541;AMARELA;1408;;0;ENEM_2024_P1_CAD_05_DIA_2_AMARELO.pdf;Uma tubulação despeja sempre o mesmo volume de água por unidade de tempo em uma caixa-d’água, o que significa dizer que a vazão de água nessa tubulação é constante. Na junção dessa tubulação com a caixa-d’água, está instalada uma membrana de filtragem cujo objetivo é filtrar eventuais impurezas presentes na água, combinado a um bom fluxo de água. O fluxo (φ) de água através da superfície da membrana é diretamente proporcional à vazão de água na tubulação, medida em mililitro por segundo, e inversamente proporcional à área da superfície da membrana, medida em centímetro quadrado. A unidade de medida adequada para descrever o fluxo (φ) de água que atravessa a superfície da membrana é;mL ⋅ ⋅ s cm2;mL s cm2 ⋅;mL cm s 2 ⋅;cm s 2 ⋅ mL;cm s mL ⋅;0
158;MT;125993;C;23;0;;2.78314;1.11704;0.11259;VERDE;1409;;0;ENEM_2024_P1_CAD_08_DIA_2_VERDE.pdf;Uma doceira vende e entrega, em seu bairro, porções de 100 g de docinhos de aniversário. Atualmente, a taxa única de entrega é R$ 10,00, e o valor cobrado por uma porção é R$ 25,00. Por uma estratégia de vendas, a partir da próxima semana, a taxa única de entrega será R$ 15,00, e um novo valor será cobrado por uma porção, de maneira que o valor total a ser pago por um cliente na compra de 5 porções permaneça o mesmo. A partir da próxima semana, qual será o novo valor cobrado, em real, por uma porção?;12,50;20,00;24,00;30,00;37,50;0
159;MT;60313;C;4;0;;1.76236;1.43583;0.2737;AMARELA;1408;;0;ENEM_2024_P1_CAD_05_DIA_2_AMARELO.pdf;Em uma loja de defensivos agrícolas, os preços de alguns produtos foram divulgados em um cartaz. Sabe-se que 1 litro de defensivo do Tipo A é suficiente para aplicação em 0,5 hectare (ha), enquanto que 1 litro de defensivo do Tipo B é suficiente para aplicação em 0,4 ha. Um agricultor precisa comprar, nessa loja, uma quantidade de litros de defensivo suficiente para aplicar em uma área de 20 ha, além de levar uma máscara para aplicação. O valor mínimo, em real, a ser gasto pelo agricultor é;147,00.;150,00.;162,50.;165,75.;168,00.;1
159;MT;117712;D;16;0;;3.37555;1.84456;0.1926;VERDE;1409;;0;ENEM_2024_P1_CAD_08_DIA_2_VERDE.pdf;Uma piscina tem capacidade de 2 500 000 litros. Seu sistema de abastecimento foi regulado para ter uma vazão constante de 6 000 litros de água por minuto. O mesmo sistema foi instalado em uma segunda piscina, com capacidade de 2 750 000 litros, e regulado para ter uma vazão, também constante, capaz de enchê-la em um tempo 20% maior que o gasto para encher a primeira piscina. A vazão do sistema de abastecimento da segunda piscina, em litro por minuto, é;8 250.;7 920.;6 545.;5 500.;5 280.;0
159;MT;117747;C;10;0;;2.46593;1.78408;0.21541;AZUL;1407;;0;ENEM_2024_P1_CAD_07_DIA_2_AZUL.pdf;Uma tubulação despeja sempre o mesmo volume de água por unidade de tempo em uma caixa-d’água, o que significa dizer que a vazão de água nessa tubulação é constante. Na junção dessa tubulação com a caixa-d’água, está instalada uma membrana de filtragem cujo objetivo é filtrar eventuais impurezas presentes na água, combinado a um bom fluxo de água. O fluxo (φ) de água através da superfície da membrana é diretamente proporcional à vazão de água na tubulação, medida em mililitro por segundo, e inversamente proporcional à área da superfície da membrana, medida em centímetro quadrado. A unidade de medida adequada para descrever o fluxo (φ) de água que atravessa a superfície da membrana é;mL ⋅ ⋅ s cm2;mL s cm2 ⋅;mL cm s 2 ⋅;cm s 2 ⋅ mL;cm s mL ⋅;0
159;MT;125993;C;23;0;;2.78314;1.11704;0.11259;CINZA;1410;;0;ENEM_2024_P1_CAD_06_DIA_2_CINZA.pdf;Uma doceira vende e entrega, em seu bairro, porções de 100 g de docinhos de aniversário. Atualmente, a taxa única de entrega é R$ 10,00, e o valor cobrado por uma porção é R$ 25,00. Por uma estratégia de vendas, a partir da próxima semana, a taxa única de entrega será R$ 15,00, e um novo valor será cobrado por uma porção, de maneira que o valor total a ser pago por um cliente na compra de 5 porções permaneça o mesmo. A partir da próxima semana, qual será o novo valor cobrado, em real, por uma porção?;12,50;20,00;24,00;30,00;37,50;0
160;MT;117712;D;16;0;;3.37555;1.84456;0.1926;AZUL;1407;;0;ENEM_2024_P1_CAD_07_DIA_2_AZUL.pdf;Uma piscina tem capacidade de 2 500 000 litros. Seu sistema de abastecimento foi regulado para ter uma vazão constante de 6 000 litros de água por minuto. O mesmo sistema foi instalado em uma segunda piscina, com capacidade de 2 750 000 litros, e regulado para ter uma vazão, também constante, capaz de enchê-la em um tempo 20% maior que o gasto para encher a primeira piscina. A vazão do sistema de abastecimento da segunda piscina, em litro por minuto, é;8 250.;7 920.;6 545.;5 500.;5 280.;0
160;MT;117747;C;10;0;;2.46593;1.78408;0.21541;CINZA;1410;;0;ENEM_2024_P1_CAD_06_DIA_2_CINZA.pdf;Uma tubulação despeja sempre o mesmo volume de água por unidade de tempo em uma caixa-d’água, o que significa dizer que a vazão de água nessa tubulação é constante. Na junção dessa tubulação com a caixa-d’água, está instalada uma membrana de filtragem cujo objetivo é filtrar eventuais impurezas presentes na água, combinado a um bom fluxo de água. O fluxo (φ) de água através da superfície da membrana é diretamente proporcional à vazão de água na tubulação, medida em mililitro por segundo, e inversamente proporcional à área da superfície da membrana, medida em centímetro quadrado. A unidade de medida adequada para descrever o fluxo (φ) de água que atravessa a superfície da membrana é;mL ⋅ ⋅ s cm2;mL s cm2 ⋅;mL cm s 2 ⋅;cm s 2 ⋅ mL;cm s mL ⋅;0
160;MT;117747;C;10;0;;2.46593;1.78408;0.21541;VERDE;1409;;0;ENEM_2024_P1_CAD_08_DIA_2_VERDE.pdf;Uma tubulação despeja sempre o mesmo volume de água por unidade de tempo em uma caixa-d’água, o que significa dizer que a vazão de água nessa tubulação é constante. Na junção dessa tubulação com a caixa-d’água, está instalada uma membrana de filtragem cujo objetivo é filtrar eventuais impurezas presentes na água, combinado a um bom fluxo de água. O fluxo (φ) de água através da superfície da membrana é diretamente proporcional à vazão de água na tubulação, medida em mililitro por segundo, e inversamente proporcional à área da superfície da membrana, medida em centímetro quadrado. A unidade de medida adequada para descrever o fluxo (φ) de água que atravessa a superfície da membrana é;mL ⋅ ⋅ s cm2;mL s cm2 ⋅;mL cm s 2 ⋅;cm s 2 ⋅ mL;cm s mL ⋅;0
160;MT;125993;C;23;0;;2.78314;1.11704;0.11259;AMARELA;1408;;0;ENEM_2024_P1_CAD_05_DIA_2_AMARELO.pdf;Uma doceira vende e entrega, em seu bairro, porções de 100 g de docinhos de aniversário. Atualmente, a taxa única de entrega é R$ 10,00, e o valor cobrado por uma porção é R$ 25,00. Por uma estratégia de vendas, a partir da próxima semana, a taxa única de entrega será R$ 15,00, e um novo valor será cobrado por uma porção, de maneira que o valor total a ser pago por um cliente na compra de 5 porções permaneça o mesmo. A partir da próxima semana, qual será o novo valor cobrado, em real, por uma porção?;12,50;20,00;24,00;30,00;37,50;0
161;MT;12877;C;25;0;;2.46865;1.73917;0.23827;VERDE;1409;;0;ENEM_2024_P1_CAD_08_DIA_2_VERDE.pdf;Uma empresa produz mochilas escolares sob encomenda. Essa empresa tem um custo total de produção, composto por um custo fixo, que não depende do número de mochilas, mais um custo variável, que é proporcional ao número de mochilas produzidas. O custo total cresce de forma linear, e a tabela apresenta esse custo para três quantidades de mochilas produzidas. Quantidade de mochilas 100 Custo total (R$) 1 050,00 1 650,00 3 150,00 O custo total, em real, para a produção de 80 mochilas será;2 400,00.;2 520,00.;2 550,00.;2 700,00.;2 800,00.;0
139;MT;60335;E;2;0;;3.12311;2.42519;0.11331;AMARELA;1408;;0;ENEM_2024_P1_CAD_05_DIA_2_AMARELO.pdf;Um hospital tem 7 médicos cardiologistas e 6 médicos neurologistas em seu quadro de funcionários. Para executar determinada atividade, a direção desse hospital formará uma equipe com 5 médicos, sendo, pelo menos, 3 cardiologistas. A expressão numérica que representa o número máximo de maneiras distintas de formar essa equipe é;7 ! ! ! ! ×;! ! ! ! ! ! × × ×;! ! ! ! ! ! ! ! !;! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !                 !    ;! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !                   !    ;0
139;MT;111708;C;13;0;;1.02692;3.36222;0.18689;VERDE;1409;;0;ENEM_2024_P1_CAD_08_DIA_2_VERDE.pdf;Uma sala com piso no formato retangular, com lados de medidas 3 m e 6 m, será dividida em dois ambientes. Para isso, serão utilizadas colunas em formato cilíndrico, dispostas perpendicularmente ao piso e representadas na figura pelos círculos de cor azul. Os centros desses círculos estarão sobre uma reta paralela aos lados de menor medida do piso da sala. Os vãos entre duas colunas e entre uma coluna e a parede não poderão ser superiores a 15 cm. Para efetuar a compra dessas colunas, foram feitos orçamentos com base em dados fornecidos por cinco lojas. Loja Raio (cm) Preço por unidade (R$) I II III IV V 120 A compra será realizada na loja cujo orçamento resulte no menor valor total possível. A compra será realizada na loja;I.;II.;III.;IV.;V.;1
139;MT;117723;A;26;0;;2.2696;0.50185;0.10032;AZUL;1407;;0;ENEM_2024_P1_CAD_07_DIA_2_AZUL.pdf;Um artesão utiliza dois tipos de componentes, X e Y, nos enfeites que produz. Ele sempre compra todos os componentes em uma mesma loja. O quadro apresenta os preços dos dois tipos de componentes nas lojas I e II. Lojas Preços dos componentes (R$) X Y I 3,00 1,00 II 2,00 4,00 Ele confeccionará enfeites formados por duas unidades do componente X e uma unidade do componente Y e efetuará a compra na loja que oferecer o menor valor total para a confecção de um enfeite. O artesão efetuará a compra na loja;I, pois o valor é R$ 7,00.;I, pois o valor é R$ 4,00.;II, pois o valor é R$ 6,00.;I, pois anuncia o componente com o menor preço.;II, pois o componente X, que é o mais utilizado, tem menor preço.;0
140;MT;15394;E;11;0;;3.90485;2.50442;0.11173;VERDE;1409;;0;ENEM_2024_P1_CAD_08_DIA_2_VERDE.pdf;O arquiteto Renzo Piano exibiu a maquete da nova sede do Museu Whitney de Arte Americana, um prédio assimétrico que tem um vão aberto para a galeria principal, cuja medida da área é 1 672 m2. Considere que a escala da maquete exibida é 1 : 200. Época, n. 682, jun. 2011 (adaptado). A medida da área do vão aberto nessa maquete, em centímetro quadrado, é;4,18.;8,36.;41,80.;83,60.;418,00.;0
140;MT;35949;B;4;0;;2.52245;1.60614;0.23639;AZUL;1407;;0;ENEM_2024_P1_CAD_07_DIA_2_AZUL.pdf;"João e Felipe participaram, na escola, de uma maratona de matemática na qual, durante uma semana, resolveram 200 questões cada. Nessa maratona, a porcentagem P de acertos de cada participante é convertida em um conceito: • insatisfatório: se 0 ≤ P < 50; • regular: se 50 ≤ P < 60; • bom: se 60 ≤ P < 75; • muito bom: se 75 ≤ P < 90; • excelente: se 90 ≤ P ≤ 100. João acertou 75% das questões da maratona e Felipe acertou 30% a menos que a quantidade de questões que João acertou. Os conceitos de João e Felipe foram, respectivamente,";muito bom e bom.;muito bom e regular.;muito bom e insatisfatório.;bom e regular.;bom e insatisfatório.;0
140;MT;111706;B;30;0;;1.49785;2.86851;0.21175;AMARELA;1408;;0;ENEM_2024_P1_CAD_05_DIA_2_AMARELO.pdf;Para melhorar o fluxo de ônibus em uma avenida que tem dois semáforos, a prefeitura reduzirá o tempo em que cada sinal ficará vermelho, que atualmente é de 15 segundos a cada 60 segundos. Admita que o instante de chegada de um ônibus a cada semáforo é aleatório. O engenheiro de tráfego da prefeitura calculou a probabilidade de um ônibus encontrar cada um deles vermelho, obtendo 15 . A partir daí, estabeleceu uma mesma redução na quantidade do tempo, em segundo, em que cada sinal ficará vermelho, de maneira que a probabilidade de um ônibus encontrar ambos os sinais vermelhos numa mesma viagem seja igual a 100 , considerando os eventos independentes. Para isso, a redução do tempo em que o sinal ficará vermelho, em segundo, estabelecida pelo engenheiro foi de;1,35.;3,00.;9,00.;12,60.;13,80.;0
